filtered_text,Label,text_length,presence_of_digit
ya ok then had dinner,0,5,0
i was slept that time you there,0,7,0
dont make ne plans for nxt wknd coz she wants us to come down then ok,0,16,0
when is school starting where will you stay the weather like and the food do you have a social support system like friends in the school all these things are important,0,31,0
ha ha nan yalrigu heltini iyo kothi chikku u shared many things wit me so far i told any body and even uttered a word abt u if ur trusting me so much how can i tell these to others plz nxt time dont use those words to me ok chikku,0,51,0
noice text me when here,0,5,0
hi di is yijue meeting at 7 pm at esaplanade tonight,0,11,1
moby pub quiz win a high street prize if u know who the new duchess of cornwall will be txt her first name to 82277 unsub stop 50 008704050406 sp,1,30,3
this weeks savamob member offers are now accessible just call 08709501522 for details savamob pobox 139 la3 2wu only 50 week savamob offers mobile,1,24,5
aight been set free think you could text me address it occurs to me ii am not quite as sure what ii am doing as i thought i was,0,29,0
hi dear we saw dear we both are happy where you my battery is low,0,15,0
how are you its been ages abj,0,7,0
prof you have passed in all the papers in this sem congrats student enna kalaachutaarama prof gud mrng,0,18,0
dont kick coco when down,0,5,0
fyi ii am gonna call you sporadically starting at like and lt and gt bc we are not not doin this shit,0,22,0
you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7,1,26,3
tbs persolvo been chasing us since sept definitely not paying now thanks to your information we will ignore them kath manchester,1,21,0
hope not having too much fun without me see u tomorrow love jess x,0,14,0
ok i wont call or disturb any one i know all are avoiding me i am a burden for all,0,20,0
reached home n i bathe liao u can call me now,0,11,0
loans for any purpose even if you have bad credit tenants welcome call noworriesloans com on 08717111821,1,17,1
was the actual exam harder than nbme,0,7,0
a lot of this sickness thing going round take it easy hope u feel better soon lol,0,17,0
god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u,0,20,1
87077 kick off a new season with 2wks free goals and news to ur mobile txt ur club name to 87077 eg villa to 87077,1,25,4
hey sathya till now we dint meet not even a single time then how can i saw the situation sathya,0,20,0
gam gone after outstanding innings,0,5,0
o i played smash bros and lt and gt religiously,0,10,0
sir good morning hope you had a good weekend i called to let you know that i was able to raise and lt and gt from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola,0,59,0
hurry home soup is done,0,5,0
no no i will check all rooms befor activities,0,9,0
good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles i drink my coffee and await you,0,30,0
quite ok but a bit ex u better go eat smth now else i will feel guilty,0,17,0
orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones and pics on wap to stop receiving these tips reply stop,1,29,0
lemme know when here,0,4,0
private your 2003 account statement for 07973788240 shows 800 s i m points call 08715203649 identifier code 40533 expires 31 10 04,1,22,8
he needs to stop going to bed and make with the fucking dealing,0,13,0
how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea,0,27,0
we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply of call 08000930705 now,1,26,2
hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is and lt and gt k help pls i will load d card abi hw keep me posted luv 2 mj,0,39,1
i remain unconvinced that this is not an elaborate test of my willpower,0,13,0
is nothing wen v get but life is everything wen v miss something real value of people wil be realized only in their absence gud mrng,0,26,0
how are you i miss you,0,6,0
i answerin no phone at what is actually a pretty reasonable hour but ii am sleepy,0,16,0
hey is rite u put evey mnth is that all,0,10,0
i am going to bed now prin,0,7,0
i think just yourself thanks and see you tomo,0,9,0
if u dun drive then how i go 2 sch,0,10,1
i not at home now lei,0,6,0
gsoh good with spam the ladies u could b a male gigolo 2 join the fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg 50rcvd,1,28,4
ok then i will come to ur home after half an hour,0,12,0
u have a secret admirer who is looking 2 make contact with out who they r reveal who thinks ur so on 09058094599,1,23,2
do u hav any frnd by name ashwini in ur college,0,11,0
jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today,0,19,1
k then 2marrow are you coming to class,0,8,1
hot live fantasies call now 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,1,24,6
pls send me your address sir,0,6,0
i want to lick your pussy now,0,7,0
yo you gonna still be in stock tomorrow today ii am trying to get a dubsack,0,16,0
urgent your mobile number has been awarded a ukp 2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm,1,22,5
i will see but prolly yeah,0,6,0
thought we could go out for dinner i will treat you seem ok,0,13,0
where are you what do you do how can you stand to be away from me your heart ache without me do not you wonder of me do not you crave me,0,32,0
sorry you never hear unless you book it one was kinda a were really looking for skinny white girls the other was one can only do so much on camera with that something like that casting on the look,0,39,0
what you doing how are you,0,6,0
sure thing big man i have hockey elections at 6 go on longer than an hour though,0,17,1
watch lor i saw a few swatch one i thk quite ok ard 116 but i need 2nd opinion leh,0,20,2
hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena,0,23,0
babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,0,23,0
yunny ii am goin to be late,0,7,0
doc prescribed me morphine cause the other pain meds enough waiting for my mom to bring it that med should kick in fast so ii am gonna try to be on later,0,32,0
cool want me to go to kappa or should i meet you outside mu,0,14,0
hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe,0,29,0
may b approve panalam but it should have more posts,0,10,0
spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 1 5p min cheap to 7 8p min peak to stop texts call 08712460324 10p min,1,29,7
sorry i will call later,0,5,0
i dont thnk its a wrong calling between us,0,9,0
me ii am not workin once i get job,0,9,0
and by when done i mean now,0,7,0
ur luck to love someone its ur fortune to love the one who loves u but,0,16,0
hi baby ive just got back from work and i was wanting to see u allday i hope i didnt piss u off on the phone today if u are up give me a call xxx,0,36,0
freemsg the day if you are ready ii am horny and live in your town i love sex fun and games netcollex ltd 08700621170150p per msg reply stop to end,1,30,1
is it your yahoo boys that bring in the perf or legal,0,12,0
no need to say anything to me i know i am an outsider,0,13,0
have you ever had one foot before,0,7,0
just got to and lt and gt,0,7,0
good no need any done yes please tell her number i could ring her,0,14,0
ever green quote ever told by jerry in cartoon person who irritates u always is the one who loves u vry much but fails to express it gud nyt,0,29,0
leave it wif me lar wan to carry meh so heavy is da num 98321561 familiar to,0,17,1
beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni8,0,26,1
infact happy new year how are you where are you when are we seeing,0,14,0
in the simpsons movie released in july 2007 name the band that died at the start of the film day day day send a b or c,1,27,1
a shame maybe cld meet for few hrs tomo,0,9,0
lol i would but despite these cramps i like being a girl,0,12,0
i wait for cornwall hope tonight too bad as well but rock night shite anyway going for a kip now have a good night speak to you soon,0,28,0
pls help me tell sura that ii am expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0,28,0
please call amanda with regard to renewing or upgrading your current handset free of charge offer ends today tel 0845 021 3680 subject to and,1,25,3
found a way to get another app for your phone eh will you go to the net cafe did you take that job geeee i need you babe i crave to see you,0,33,0
i only work from mon to thurs but sat i cant leh booked liao which other day u free,0,19,0
comin to fetch us oredi,0,5,0
nannys address,0,2,0
urgent your 4 costa del sol holiday or await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh 50 pm max10mins,1,23,6
haf u eaten wat time u wan me 2 come,0,10,1
want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,1,26,3
yo call me when you get the chance a friend of mine wanted me to ask you about a big order,0,21,0
this single single answers are we fighting plus i said am broke and you didnt reply,0,16,0
it certainly puts things into perspective when something like this happens,0,11,0
now got tv 2 watch meh u no work today,0,10,1
i felt so not any conveying reason ese he what about me,0,12,0
had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,1,29,2
it going got any exciting karaoke type activities planned ii am debating whether to play football this eve feeling lazy though,0,21,0
i told that am coming on wednesday,0,7,0
its ok called mom instead have fun,0,7,0
dear voucher holder to claim this weeks offer at your pc please go to http www wtlp co uk text ts and cs apply,1,24,0
well if ii am that desperate i will just call armand again,0,12,0
are you at work right now,0,6,0
congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,1,26,9
heard anything and not answering my texts so ii am guessing he flaked that said the jb is fantastic,0,19,0
mmmmmm i love you so much ahmad i wait for this year to begin as every second takes me closer to being at your side happy new year my love,0,30,0
pls the full name of school cos fees in university of florida seem to actually be and lt and gt k pls holla back,0,24,0
sorry i will call later,0,5,0
ok but they said got wisdom teeth hidden inside n mayb need 2 remove,0,14,1
and pls pls drink plenty plenty water,0,7,0
how are you doing the queen are you going for the royal wedding,0,13,0
in lag just the sad part but we keep in touch thanks to skype,0,14,0
ok lor then we go tog lor,0,7,0
two teams waiting for some players,0,6,0
can send me a copy of da report,0,8,0
swhrt how u dey hope ur ok tot about u 2day love n miss take care,0,16,1
ok da i already planned i wil pick you,0,9,0
urgent please call 0906346330 your abta complimentary 4 spanish holiday or 000 cash await collection sae t and cs box 47 po19 2ez 150ppm 18,1,25,8
sorry i will call later in meeting,0,7,0
i just really need shit before tomorrow and i know you will not be awake before like 6,0,18,1
ii am good have you registered to vote,0,8,0
hmm ok i will stay for like an hour cos my eye is really sore,0,15,0
dear got bus directly to calicut,0,6,0
mm umma ask vava also to come tell him can play later together,0,13,0
well the general price is and lt and gt oz let me know if when how much you want,0,19,0
sorry i will call later,0,5,0
each moment in a day has its own brings hope afternoon brings faith evening brings luv night brings rest wish u find them all today good morning,0,27,0
and lt and gt w jetton ave if you forgot,0,10,0
ok ii am coming home now,0,6,0
can not use foreign stamps in this country,0,8,0
double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optout n9dx,1,23,6
sorry a lot of stuff ii am just now about to talk to the actual guy who wants to buy,0,20,0
free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,1,33,8
want to funk up ur fone with a weekly new tone reply tones2u 2 this text www ringtones co uk the original n best tones 3gbp network operator rates apply,1,30,3
cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost 50 2 cancel send stop,1,29,2
i will come tomorrow di,0,5,0
wylie update my weed dealer carlos went to freedom and had a class with lunsford,0,15,0
are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,0,31,0
c movie is juz last minute decision mah juz watch 2 lar but i tot not interested,0,17,1
how are you enjoying this semester take care brother,0,9,0
important information 4 orange user 0796xxxxxx today is ur lucky day 2 find out why log onto http www urawinner com a fantastic prizeawaiting you,1,25,3
get the door ii am here,0,6,0
lets use it next week princess,0,6,0
or i go home first lar wait 4 me lor i put down my stuff first,0,16,1
i want kfc its tuesday only buy 2 meals only 2 no gravy only 2 mark 2,0,17,4
no da he is stupid da always sending like this don believe any of those message pandy is a mental,0,20,0
oi when you gonna ring,0,5,0
missed call alert these numbers called but left no message 07008009200,1,11,1
i attended but nothing is there,0,6,0
ard 530 like dat lor we juz meet in mrt station then dun haf to come out,0,17,1
no dear i was sleeping,0,5,0
er mw im filled tuth is aight,0,7,0
will be office around 4 pm now i am going hospital,0,11,1
actually ii am waiting for 2 weeks when they start putting ad,0,12,1
anything lor if they all go then i go lor,0,10,0
u free on sat rite u wan 2 watch infernal affairs wif me n darren n mayb xy,0,18,1
plz note if anyone calling from a mobile co and amp asks u to type and lt and gt or and lt and gt do not do so disconnect the call coz it iz an attempt of to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,0,58,0
yo you around a friend of lookin to pick up later tonight,0,12,0
stupid auto correct on my phone,0,6,0
double eviction this week spiral and michael and good riddance to them,0,12,0
world suffers a lot not because of the violence of bad people but because of the silence of good people,0,20,0
ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,0,24,0
buy one egg for me da please,0,7,0
have you started in skye,0,5,0
have you bookedthe hut and also your time off how are you by the way,0,15,0
and several to you sir,0,5,0
u really pig leh sleep so much my dad wake me up at 10 smth 2 eat lunch today,0,19,2
ii am at home please call,0,6,0
my love i hope your not doing anything drastic do not you dare sell your pc or your phone,0,19,0
now only i reached home i am very tired now i will come tomorro,0,14,0
freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,1,31,1
u can win of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription,1,25,4
life style garments account no please,0,6,0
lol wtf random btw is that your lunch break,0,9,0
sez hows u and de arab boy hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx,0,20,2
the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and numbers ill appreciate safe,0,31,0
detroit the home of snow enjoy it,0,7,0
show ur colours euro 2004 offer get an england flag and 3lions tone on ur phone click on the following service message for info,1,24,2
okie,0,1,0
aight ii am chillin in a room so text me when on the way,0,14,0
is toshiba portege m100 gd,0,5,1
well welp is sort of a semiobscure internet thing,0,9,0
text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,1,17,1
accordingly i repeat just text the word ok on your mobile phone and send,1,14,0
loosu go to hospital de dont let it careless,0,9,0
how much for an eighth,0,5,0
omg joanna is freaking me out looked thru all my friends to find photos of me and then asking about stuff on my myspace which i even logged on in like a year,0,33,0
send ur birthdate with month and year i will tel u ur life name and the method of calculation reply must,0,21,0
juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso,0,20,0
how about clothes jewelry and trips,0,6,0
block breaker now comes in deluxe format with new features and great graphics from buy for just by replying get bbdeluxe and take the challenge,1,25,0
aah a cuddle would be lush i would need lots of tea and soup before any kind of fumbling,0,19,0
important information 4 orange user today is your lucky day 2find out why log onto http www urawinner com a fantastic surprise awaiting you,1,24,2
i am late i will be there at,0,8,0
sad story of a man last week was my b woulday my wife wish me my parents forgot n so did my kids i went to work even my colleagues did not wish,0,33,0
are you plans with your family set in stone,0,9,0
pls dont forget to study,0,5,0
you will never believe this but i have actually got off at taunton wow,0,14,0
den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat,0,25,0
she just broke down a list of reasons why in town and i tell if being sarcastic or just faggy,0,20,0
and lt decimal and gt m but its not a common car here so its better to buy from china or asia or if i find it less expensive i ll holla,0,32,0
the greatest test of courage on earth is to bear defeat without losing heart gn tc,0,16,0
sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,0,17,3
hey so whats the plan this sat,0,7,0
beauty sleep can help ur pimples too,0,7,0
great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0,24,0
natalja 25 f is inviting you to be her friend reply or see her www sms ac u nat27081980 stop send stop frnd to 62468,1,25,3
where to get those,0,4,0
kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park,0,22,0
ball is moving a lot will spin in last so very difficult to bat,0,14,0
haiyoh maybe your hamster was jealous of million,0,8,0
can you please send me my number,0,7,0
ii am glad you are following your dreams,0,8,0
reached home finally,0,3,0
urgent important information for 02 user today is your lucky day 2 find out why log onto http www urawinner com there is a fantastic surprise awaiting you,1,28,2
winner as a valued network customer you have been selected to receivea prize reward to claim call 09061701461 claim code kl341 valid 12 hours only,1,25,3
wn u r hurt by d prsn who s close 2 u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud,0,32,1
u can call now,0,4,0
science tells that chocolate will melt under the sunlight please do not walk under the sunlight bcoz i do not want to loss a sweet friend,0,26,0
yes i come to nyc for audiitions and am trying to relocate,0,12,0
i pocked you up there before,0,6,0
congrats great i wanted to tell you not to tell me your score cos it might make me relax but its motivating me so thanks for sharing,0,27,0
i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me and amp u dont tell me take care,0,33,0
hey mr whats the name of that bill brison book the one about language and words,0,16,0
okay good no problem and thanx,0,6,0
for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please do not try and bullshit me it makes me want to listen to you less,0,60,0
call me when done,0,4,0
g w r,0,3,0
you best watch what you say cause i get drunk as a motherfucker,0,13,0
kit strip you have been billed 150p netcollex ltd po box 1013 ig11 oja,1,14,3
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info www com,1,27,3
please call 08712402578 immediately as there is an urgent message waiting for you,1,13,1
thesmszone com lets you send free anonymous and masked messages im sending this message from there do you see the potential for abuse,1,23,0
well done your 4 costa del sol holiday or await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh 50 pm max10mins,1,23,6
hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0,35,0
erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,0,17,0
are there ta jobs available let me know please cos i really need to start working,0,16,0
aiyar hard 2 type u later free then tell me then i call n scold n tell u,0,18,1
yup ii am free,0,4,0
good good billy mates all gone just been jogging again did enjoy concert,0,13,0
yo come over carlos will be here soon,0,8,0
awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx,0,27,0
i guess it is useless calling u 4 something important,0,10,1
ha ha had popped down to the loo when you me hello,0,12,0
he dint tell anything he is angry on me that why you told to abi,0,15,0
someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,1,25,5
it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and she will be able to deliver and have basic care ii am currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance,0,65,1
i keep ten rs in my shelf buy two egg,0,10,0
i well babe i have swollen glands at my throat what did you end up doing,0,16,0
is ur changes 2 da report big cos already made changes 2 da previous report,0,15,2
captain is in our room,0,5,0
i speak bcaz mobile have problem i can listen you but you listen my voice so i calls you later,0,20,0
hiya stu wot u up 2 im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan,0,38,1
s i will take mokka players only,0,7,0
are you still playing with gautham,0,6,0
hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish,0,26,0
k jason says gonna be around so i will be up there around and lt and gt,0,17,0
sorry i will be able to get to you see you in the morning,0,14,0
aight well keep me informed,0,5,0
i am not having her number sir,0,7,0
am only searching for good dual sim mobile pa,0,9,0
that seems unnecessarily hostile,0,4,0
dude got a haircut now its breezy up there,0,9,0
congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,1,26,7
1apple day no doctor 1tulsi leaf day no cancer 1lemon day no fat 1cup milk day no bone problms 3 litres watr day no diseases snd ths 2 whom u care,0,31,6
i thought we were doing a king of the hill thing there,0,12,0
nope i will come online now,0,6,0
also tell him i said happy birthday,0,7,0
y bishan lei i tot say lavender,0,7,0
boo what time u get out u were supposed to take me shopping today,0,14,0
now u sound like manky scouse boy steve like i is travelling on da bus home wot has u inmind 4 recreation dis eve,0,24,1
fyi ii am taking a quick shower be at epsilon in like and lt and gt min,0,17,0
on a tuesday night r u 4 real,0,8,1
yes when is the appt again,0,6,0
just got outta class gonna go gym,0,7,0
i want to sent and lt and gt mesages today thats y sorry if i hurts,0,16,0
all write or wat,0,4,0
ha i say that i just read anything into way u seemed i do not like 2 be judgemental i save that for fridays in the pub,0,27,1
its a valentine game send dis msg to all ur friends if 5 answers r d same then someone really loves u which colour suits me the best,0,28,1
hi did you asked to waheeda fathima about leave,0,9,0
enjoy urself tmr,0,3,0
you still around i could use a,0,7,0
u 447801259231 have a secret admirer who is looking 2 make contact with out who they r reveal who thinks ur so on 09058094597,1,24,3
you give us back my id proof and and lt and gt rs we wont allow you to work we will come to your home within days,0,27,0
bot notes oredi cos i juz rem i got,0,9,0
yes rent is very expensive so its the way we save,0,11,0
night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,0,31,0
hows the pain dear y r u smiling,0,8,0
fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like 2 hits,0,29,1
important information 4 orange user 0789xxxxxxx today is your lucky day 2find out why log onto http www urawinner com a fantastic surprise awaiting you,1,25,3
sorry i help you on this,0,6,0
great so should i send you my account number,0,9,0
hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin 4ward 2 u 2mrw luv jaz,0,31,3
our dating service has been asked 2 contact u by someone shy call 09058091870 now all will be revealed pobox84 m26 3uz 150p,1,23,6
only send me the contents page,0,6,0
night sweet sleep well just been to see the exorcism of emily rose and may never sleep again hugs and snogs,0,21,0
do not think about u have think about how to use it that you have good ni8,0,17,1
i right this second gotta hit people up first,0,9,0
evry emotion hav words evry wish hav prayrs if u smile d world is wit u othrwise even d drop of tear lik 2 stay wit u so b happy good morning keep smiling,0,34,1
so what about you what do you remember,0,8,0
ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,0,13,0
mm yes dear look how i am hugging you both,0,10,0
i like dis sweater fr mango but no more my size already so irritating,0,14,0
1 i do not have her number and 2 its gonna be a massive pain in the ass and i would rather not get involved if possible,0,27,2
anytime lor,0,2,0
do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am,1,25,2
purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng,0,24,0
ur balance is now next question complete the landmark big a bob b barry or c ben text a b or c to 83738 good luck,1,26,1
me fine absolutly fine,0,4,0
k and sure i do not have to have consent forms to do it v,0,15,0
ur tonexs subscription has been renewed and you have been charged 50 you can choose 10 more polys this month www clubzed co uk billing msg,1,26,2
if you do not your prize will go to another customer t and c at www biz 18 150p min polo ltd suite 373 london w1j 6hl please call back if busy,1,32,5
how much is torch in 9ja,0,6,1
doing nothing then u not having dinner w us,0,9,0
how are you just checking up on you,0,8,0
done it but internet connection v slow and send it will try again later or first thing tomo,0,18,0
mathews or tait or edwards or anderson,0,7,0
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,0,28,0
no need lar i go engin cos my sis at arts today,0,12,0
thanks honey but still heard anything i will leave it a bit longer so not 2 crowd him and will try later great advice thanks hope cardiff is still there,0,30,1
do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile 100 free text free camcorder reply or call 8000930705,1,27,4
im on the snowboarding trip i was wondering if your planning to get everyone together befor we go a meet and greet kind of affair cheers,0,26,0
s ii am watching it in live,0,7,0
see you then all christmassy here,0,6,0
k ii am ready and lt and gt,0,8,0
do you know why god created gap between your fingers so that one who is made for you comes and amp fills those gaps by holding your hand with love,0,30,0
the greatest test of courage on earth is to bear defeat without losing heart gn tc,0,16,0
what are your new years plans,0,6,0
recpt 1 3 you have ordered a ringtone your order is being processed,1,13,2
baaaaaaaabe wake up i miss you i crave you i need you,0,12,0
only just got this message not ignoring you yes i was shopping that is,0,14,0
dear why you mood off i cant drive so i brother to drive,0,13,0
when did dad get back,0,5,0
can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand,0,70,0
yes just finished watching days of our lives i love it,0,11,0
juz go google n search 4 qet,0,7,1
many times we lose our best ones bcoz we are,0,10,0
good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,0,22,1
just getting back home,0,4,0
sorry i will call later and lt and gt mins,0,10,0
dun need to use dial up juz open da browser n surf,0,12,0
as one of our registered subscribers u can enter the draw 4 a 100 g b gift voucher by replying with enter to unsubscribe text stop,1,26,2
awesome plan to get here any time after like and lt and gt i will text you details in a wee bit,0,22,0
take care and sleep well you need to learn to change in life you only need to get convinced on that i will wait but no more conversations between us get convinced by that time your family is over for you in many senses respect them but not overemphasise or u have no role in my life,0,57,0
for your chance to win a free bluetooth headset then simply reply back with,1,14,0
you also didnt get na hi hi hi hi hi,0,10,0
ya but it cant display internal subs so i gotta extract them,0,12,0
if i said anything wrong sorry de,0,7,0
sad story of a man last week was my b woulday my wife wish me my parents forgot n so did my kids i went to work even my colleagues did not wish,0,33,0
how stupid to say that i challenge god you dont think at all on what i write instead you respond immed,0,21,0
yeah i should be able to i will text you when ii am ready to meet up,0,17,0
v skint too but fancied few bevies waz gona go meet and othrs in spoon but jst bin watchng planet earth and sofa is v comfey if i dont make it hav gd night,0,34,0
says that quitting at least5times a day so i take much notice of that nah she mind are you gonna see him again do you want to come to taunton tonight u can tell me all about,0,37,1
when you get free call me,0,6,0
how have your little darlings been so far this week need a coffee run tomo believe that time of week already,0,21,0
ok i msg u b4 i leave my house,0,9,1
still at west coast haiz will take forever to come back,0,11,0
mmm fuck merry christmas to me,0,6,0
alright thanks for the advice enjoy your night out ii ama try to get some sleep,0,16,0
update your face book status frequently,0,6,0
just now saw your message it k da,0,8,0
was it something u ate,0,5,0
so what did the bank say about the money,0,9,0
aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come,0,15,1
hey they r not watching movie tonight so i will prob b home early,0,14,0
yar lor how u noe u used dat route too,0,10,0
2mro i am not coming to gym machan goodnight,0,9,1
dont think you need yellow card for uk travel ask someone that has gone before if you do its just and lt and gt bucks,0,25,0
can u look 4 me in da lib i got stuff havent finish yet,0,14,1
sounds great im going to sleep now have a good night,0,11,0
do not b floppy b snappy and happy only gay chat service with photo upload call 08718730666 10p min 2 stop our texts call 08712460324,1,25,4
is the murderer coz the man was murdered on and lt and gt th january as public holiday all govt instituitions are closed including post office understand,0,27,0
how come u got nothing to do,0,7,0
nothing will ever be easy but do not be looking for a reason not to take a risk on life and love,0,22,0
i want to grasp your pretty booty,0,7,0
got it down to a tea not sure which flavour,0,10,0
ii am going 2 orchard now laready me reaching soon u reaching,0,12,1
dear i am not denying your words please,0,8,0
you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at 2 pm,0,32,1
come back to tampa ffffuuuuuuu,0,5,0
2 celebrate my y else,0,5,1
merry christmas to u too annie,0,6,0
please tell me you have some of that special stock you were talking about,0,14,0
i sent them do you like,0,6,0
urgent ur awarded a complimentary trip to eurodisinc trav aco and entry41 or to claim txt dis to 87121 18 6 50 morefrmmob shracomorsglsuplt 10 ls1 3aj,1,27,8
awesome be there in a minute,0,6,0
and that is the problem you walk around in oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do not that you do not know why ii am that you do not listen when i tell you what is going to upset me then you want to be surprised when ii am mad,0,77,0
told you everything will stop just dont let her get dehydrated,0,11,0
or i guess and lt and gt min,0,8,0
ii am home ard wat time will u reach,0,9,0
storming msg wen u lift d phne u say do u knw wt is d real meaning of hello d name of a girl yes and u knw who is dat girl margaret she is d girlfrnd f grahmbell who invnted telphone moral one can 4get d name of a person,0,51,1
if you want to mapquest it or something look up dogwood,0,11,0
aight should i just plan to come up later tonight,0,10,0
die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,0,18,1
welcome to this msg is free giving you free calling to 08719839835 future mgs billed at 150p daily to cancel send to 89123,1,23,3
this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry,0,48,0
thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha,0,49,0
sorry i flaked last night seriously goin down with my roommate what you up to tonight,0,16,0
he said i look pretty wif long hair wat but i thk cutting quite short 4 me leh,0,18,1
ranjith cal drpd deeraj and deepak 5min hold,0,8,1
for callin babe sozi culdnt talkbut i wannatell u details later wenwecan chat properly,0,14,0
